head entity id,Relation_id,tail entity id
1160,2,2176
2176,2,1160
1160,2,2190
2190,2,1160
1160,2,2209
2209,2,1160
1160,2,2258
2258,2,1160
1160,2,2276
2276,2,1160
1160,2,2289
2289,2,1160
1160,2,2296
2296,2,1160
1160,2,2297
2297,2,1160
1160,2,2308
2308,2,1160
1160,2,2309
2309,2,1160
1160,2,2338
2338,2,1160
1160,2,2343
2343,2,1160
1160,2,2447
2447,2,1160
1160,2,2483
2483,2,1160
1160,2,2512
2512,2,1160
1160,2,2556
2556,2,1160
1160,2,2570
2570,2,1160
1160,2,2580
2580,2,1160
1160,2,2594
2594,2,1160
1160,2,2650
2650,2,1160
1160,2,2677
2677,2,1160
1160,2,2715
2715,2,1160
1160,2,2720
2720,2,1160
1160,2,2771
2771,2,1160
1160,2,2823
2823,2,1160
1160,2,2826
2826,2,1160
1160,2,2875
2875,2,1160
1160,2,2919
2919,2,1160
1160,2,2920
2920,2,1160
1160,2,3006
3006,2,1160
1160,2,3014
3014,2,1160
1160,2,3037
3037,2,1160
1160,2,3039
3039,2,1160
1160,2,3040
3040,2,1160
1160,2,3067
3067,2,1160
1160,2,3071
3071,2,1160
1160,2,3080
3080,2,1160
1160,2,3095
3095,2,1160
1160,2,3096
3096,2,1160
1160,2,3148
3148,2,1160
1160,2,3157
3157,2,1160
1160,2,3220
3220,2,1160
1160,2,3235
3235,2,1160
1160,2,3246
3246,2,1160
1160,2,3250
3250,2,1160
1160,2,3284
3284,2,1160
1160,2,3343
3343,2,1160
1160,2,3371
3371,2,1160
1160,2,3457
3457,2,1160
1160,2,3489
3489,2,1160
1160,2,3490
3490,2,1160
1160,2,3520
3520,2,1160
1160,2,3536
3536,2,1160
1160,2,3559
3559,2,1160
1160,2,3580
3580,2,1160
1160,2,3653
3653,2,1160
1160,2,3664
3664,2,1160
1160,2,3700
3700,2,1160
1160,2,3739
3739,2,1160
1160,2,3762
3762,2,1160
1160,2,3785
3785,2,1160
1160,2,3787
3787,2,1160
1160,2,3838
3838,2,1160
1160,2,3839
3839,2,1160
1160,2,3840
3840,2,1160
1160,2,3841
3841,2,1160
1160,2,3842
3842,2,1160
1160,2,3880
3880,2,1160
1160,2,3984
3984,2,1160
1160,2,4002
4002,2,1160
1160,2,4003
4003,2,1160
1160,2,4007
4007,2,1160
1160,2,4098
4098,2,1160
1160,2,4109
4109,2,1160
1160,2,4112
4112,2,1160
1160,2,4124
4124,2,1160
1160,2,4125
4125,2,1160
1160,2,4128
4128,2,1160
1160,2,4135
4135,2,1160
1160,2,4139
4139,2,1160
1160,2,4144
4144,2,1160
1160,2,4149
4149,2,1160
1160,2,4154
4154,2,1160
1160,2,4165
4165,2,1160
1160,2,4166
4166,2,1160
1160,2,4222
4222,2,1160
1160,2,4224
4224,2,1160
1160,2,4343
4343,2,1160
1160,2,4349
4349,2,1160
1160,2,4375
4375,2,1160
1160,2,4384
4384,2,1160
1160,2,4392
4392,2,1160
1160,2,4395
4395,2,1160
1160,2,4424
4424,2,1160
1160,2,4454
4454,2,1160
1160,2,4533
4533,2,1160
1160,2,4541
4541,2,1160
1160,2,4543
4543,2,1160
1160,2,4577
4577,2,1160
1160,2,4598
4598,2,1160
1160,2,4641
4641,2,1160
1160,2,4715
4715,2,1160
1160,2,4766
4766,2,1160
1160,2,4826
4826,2,1160
1160,2,4896
4896,2,1160
1160,2,4953
4953,2,1160
1160,2,4976
4976,2,1160
